Title,ASIN,Stars,Review,Price,clean_review
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,5.0,السماعة ممتازة من ناحية جودة الصوت و الخامات المستخدمة و المايك جيد قيمة مقابل سعر ممتازة,"1,700",السماعة ممتازة من ناحية جودة الصوت و الخامات المستخدمة و المايك جيد قيمة مقابل سعر ممتازة
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,4.0,"العزل مش ١٠٠٪؜ بستعملها في الچيم و بيبقى لسه المحيط مسموع بالنسبالي بس بنسبة ٢٠٪؜
و لكن الصوت كويس و في الكولز بردو كويس و واضح للمتصل","1,700",العزل مش بستعملها في اليم و بيبقى لسه المحيط مسموع بالنسبالي بس بنسبة و لكن الصوت كويس و في الكولز بردو كويس و واضح للمتصل
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,5.0,"بسم الله ماشاء
جميله اوي اوي
صوت بلتوث أو بالايواكس
جميله جدا جدا","1,700",بسم الله ماشاء جميله اوي اوي صوت بلتوث أو بالايواكس جميله جدا جدا
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,5.0,عزل رائع و صوت عالي وواضح,"1,700",عزل رائع و صوت عالي وواضح
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,5.0,رائعة صراحة على عكس المتوقع هايلة,"1,700",رائعة صراحة على عكس المتوقع هايلة
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,5.0,فى البدايه كنت متردد لاكن بعد الشراء انصح اي شخص متردد بلشراء وعدم ترك التجربه تضيع لانها تستحق,"1,700",فى البدايه كنت متردد لاكن بعد الشراء انصح اي شخص متردد بلشراء وعدم ترك التجربه تضيع لانها تستحق
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,4.0,بصراحة سيئة في المكالمات,"1,700",بصراحة سيئة في المكالمات
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,5.0,سماعه حلوه,"1,700",سماعه حلوه
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,4.0,كنت متوقع صوتها اعلي من كده واحيانا كنت بحس ان فيه زنه بسيطه في بعض الاغاني مش عارف ايه السبب بس راحت مع الوقت لكن عامتا كا كوالتي سواء في الصوت او الخامات فا كويسه بصراحه والصوت برضو لو دخلت عالابلكيشن وظبطتو هيظبط وتقدر تظبطتو براحتك حرفيا فعلا بس كنت مش قد التوقعات برضو كان نفسي تيجي لوحدها كده عاليه من غير ملعب في حاجه وميزه تحسبلها البطاريه كويسه بصراحه..بس لذيذه يعني حبيتها نوعا ما,"1,700",كنت متوقع صوتها اعلي من كده واحيانا كنت بحس ان فيه زنه بسيطه في بعض الاغاني مش عارف ايه السبب بس راحت مع الوقت لكن عامتا كا كوالتي سواء في الصوت او الخامات فا كويسه بصراحه والصوت برضو لو دخلت عالابلكيشن وظبطتو هيظبط وتقدر تظبطتو براحتك حرفيا فعلا بس كنت مش قد التوقعات برضو كان نفسي تيجي لوحدها كده عاليه من غير ملعب في حاجه وميزه تحسبلها البطاريه كويسه بصراحهبس لذيذه يعني حبيتها نوعا ما
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty",B0DJW5G283,5.0,جيد جدا,"1,700",جيد جدا
